event_id,timestamp,event_type,source_ip,user_agent,endpoint,http_method,query_params,username,auth_result,failure_reason,dest_port,protocol,connection_result,response_code,response_time_ms
e73118be-b487-4850-b183-e6b1943182c3,2024-12-01T09:45:48.533812Z,AUTH_ATTEMPT,192.168.1.101,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",/login,GET,,andrew.rodriguez,SUCCESS,,,,,200,158
b43d9a78-a383-45b0-a50b-baacbae185ce,2024-12-01T09:47:40.902018Z,HTTP_REQUEST,192.168.1.101,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/wp-admin,POST,,,,,,,,201,129
afc7baac-9d54-4264-a0b5-9a4930f70ed1,2024-12-01T09:55:23.786729Z,CONNECTION_ATTEMPT,10.0.0.53,,,POST,,,,,46014,TCP,REFUSED,,68
5fefd5b0-f177-4c80-8675-c16ea6e3ccaf,2024-12-01T10:21:37.184988Z,CONNECTION_ATTEMPT,192.168.1.104,,,POST,,,,,18858,TCP,TIMEOUT,,92
1fc36027-7f9c-4a60-a134-49c753ad5f43,2024-12-01T10:29:06.425247Z,CONNECTION_ATTEMPT,10.0.0.50,,,POST,,,,,51128,UDP,RESET,,84
47727feb-767a-40e8-9381-4dbd3ddb9562,2024-12-01T10:31:42.084487Z,AUTH_ATTEMPT,192.168.1.103,python-requests/2.28.1,/logout,GET,,sarah.johnson,LOGOUT,,,,,200,483
2711f706-4463-4562-87a6-7dc974cd46bc,2024-12-01T10:54:23.313103Z,HTTP_REQUEST,10.0.0.51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/api/products,GET,,,,,,,,201,176
28c08355-bfbe-4ce4-b895-c29634c601b4,2024-12-01T10:57:05.818072Z,AUTH_ATTEMPT,193.32.162.159,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/login,POST,,robert.anderson,SUCCESS,,,,,200,111
c1badd81-85af-46e0-ae81-8c00e8efa02e,2024-12-01T10:59:36.704111Z,AUTH_ATTEMPT,185.220.101.45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login,POST,,james.jackson,FAILED,account_not_found,,,,401,156
6d8ed934-dc9e-427b-bb1c-16f50aaa5b96,2024-12-01T11:13:31.640859Z,AUTH_ATTEMPT,192.168.1.103,sqlmap/1.7.2#stable (https://sqlmap.org),/logout,POST,,nicole.clark,LOGOUT,,,,,200,229
f0fced99-061b-4a7b-a7e3-df57982e9a93,2024-12-01T11:27:53.917815Z,CONNECTION_ATTEMPT,192.168.1.100,,,GET,,,,,41732,UDP,OPEN,,6
6df499f3-8f27-458c-b554-a4d22637e1ba,2024-12-01T12:17:33.887158Z,CONNECTION_ATTEMPT,192.168.1.104,,,POST,,,,,24930,UDP,REFUSED,,79
33874e93-defd-49b2-8406-39f775b43fdb,2024-12-01T12:25:15.214026Z,CONNECTION_ATTEMPT,10.0.0.53,,,GET,,,,,38729,TCP,OPEN,,59
df12cca2-b044-4ce2-9d8f-a708061678e1,2024-12-01T12:40:49.619940Z,HTTP_REQUEST,23.129.64.100,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/contact,GET,,,,,,,,200,96
464c54d4-29e8-4748-af34-76178988548e,2024-12-01T12:41:28.397069Z,HTTP_REQUEST,45.155.205.233,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/api/keys,GET,,,,,,,,201,84
0ad2119b-5629-4049-ad4b-1e5b25a8de55,2024-12-01T12:47:44.071616Z,CONNECTION_ATTEMPT,172.16.0.13,,,POST,,,,,8171,TCP,REFUSED,,58
4eeb7185-a2ec-4638-9899-bee393a23225,2024-12-01T12:55:53.847070Z,AUTH_ATTEMPT,195.54.160.149,Nikto/2.5.0,/logout,POST,,michael.harris,LOGOUT,,,,,200,182
ff4ec3fd-f0b0-44bd-9f66-2f3f26b2f3ee,2024-12-01T13:29:11.325259Z,HTTP_REQUEST,172.16.0.13,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",/help,GET,,,,,,,,204,77
5127f4f4-8195-43ff-bc0d-625133183881,2024-12-01T13:30:24.278741Z,AUTH_ATTEMPT,192.168.1.101,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",/logout,GET,,robert.anderson,LOGOUT,,,,,200,53
3ed6b3c4-c082-44ad-9334-a9ca79cc70da,2024-12-01T13:50:29.953853Z,HTTP_REQUEST,192.168.1.104,gobuster/3.5,/docs,GET,,,,,,,,204,536
c4f4ab50-1799-4a7f-8234-1279823b48ec,2024-12-01T13:52:42.360135Z,AUTH_ATTEMPT,192.168.1.102,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/logout,POST,,john.doe,LOGOUT,,,,,200,48
1936f1ce-b816-48f3-ab41-0854711010bc,2024-12-01T13:57:34.491698Z,AUTH_ATTEMPT,172.16.0.13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/logout,GET,,stephanie.lewis,LOGOUT,,,,,200,26
dbf6dd70-b5f3-4101-ad2d-9f9f5383aa9f,2024-12-01T13:57:43.858528Z,HTTP_REQUEST,192.168.1.101,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",/home,GET,,,,,,,,201,33
e3a60c53-abf8-4a76-ba39-c1b197456c6e,2024-12-01T14:31:08.288307Z,HTTP_REQUEST,10.0.0.53,masscan/1.3.2,/docs,GET,,,,,,,,201,107
19b53ea4-4cc8-42bd-9d6c-5e1e3f818b16,2024-12-01T14:31:36.711022Z,AUTH_ATTEMPT,10.0.0.53,masscan/1.3.2,/login,POST,,robert.anderson,FAILED,invalid_credentials,,,,401,702
53ad0eea-76cf-4272-b873-f56bcf187ce2,2024-12-01T14:34:18.473528Z,HTTP_REQUEST,10.0.0.52,gobuster/3.5,/api/secrets,GET,,,,,,,,200,50
4be0436a-93d8-4b68-863f-413ceb107310,2024-12-01T14:45:32.457189Z,CONNECTION_ATTEMPT,10.0.0.51,,,GET,,,,,56951,UDP,RESET,,68
8275693e-c737-4839-9376-0b3f22e41ed3,2024-12-01T15:02:01.334251Z,AUTH_ATTEMPT,192.168.1.100,curl/7.68.0,/logout,POST,,nicole.clark,LOGOUT,,,,,200,421
121f05e7-1b22-4fe7-b7be-23e7f81940c5,2024-12-01T15:05:53.723759Z,HTTP_REQUEST,193.32.162.159,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/.env,POST,,,,,,,,204,87
7dc5cab6-54d7-4bbc-a8ce-03a6dc7ab90f,2024-12-01T15:20:49.834728Z,AUTH_ATTEMPT,172.16.0.14,Nikto/2.5.0,/login,GET,,robert.anderson,FAILED,invalid_password,,,,401,520
0e66403d-9389-4986-842e-6c9159c57392,2024-12-01T15:27:34.583329Z,HTTP_REQUEST,192.168.1.103,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/home,GET,,,,,,,,201,89
b25c9e14-3133-4adf-b688-0e287d05c745,2024-12-01T15:28:11.642183Z,CONNECTION_ATTEMPT,10.0.0.52,,,GET,,,,,39828,UDP,OPEN,,22
17ce4de7-f536-4c5f-8a6a-7b686aaa2195,2024-12-01T15:45:05.073382Z,AUTH_ATTEMPT,172.16.0.14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/login,GET,,amanda.taylor,SUCCESS,,,,,200,158
55ad43d0-ad8a-4c70-8687-9ad749d1c4bf,2024-12-01T16:05:43.003694Z,CONNECTION_ATTEMPT,195.54.160.149,,,GET,,,,,50562,UDP,OPEN,,32
f99eafde-9ec6-4f80-a2f8-369da51de58f,2024-12-01T16:18:33.504885Z,HTTP_REQUEST,192.168.1.102,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/phpmyadmin,POST,,,,,,,,204,57
f363b0a8-fdec-4302-9b83-a47a32c9547d,2024-12-01T16:27:58.614154Z,CONNECTION_ATTEMPT,10.0.0.54,,,GET,,,,,15851,TCP,RESET,,22
b2798cbf-e3c8-4b31-a3a4-abd2169f1e65,2024-12-01T16:29:56.364731Z,HTTP_REQUEST,172.16.0.12,curl/7.68.0,/home,GET,,,,,,,,204,233
6b18927e-bc92-4968-85f2-504f53da8676,2024-12-01T16:44:21.603010Z,HTTP_REQUEST,192.168.1.102,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/admin/panel,POST,,,,,,,,200,77
e9f23e6f-12ba-4656-97f5-aafa40f7f054,2024-12-01T16:59:04.486227Z,AUTH_ATTEMPT,172.16.0.12,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/login,POST,,lisa.thomas,FAILED,invalid_credentials,,,,401,110
e1c16058-8f0a-4d51-abf5-a1d79f0ee24a,2024-12-01T16:59:52.141159Z,HTTP_REQUEST,192.168.1.101,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",/api/profile,GET,,,,,,,,200,103
1d4525ca-e91b-44f4-b3a4-63482683b364,2024-12-01T17:01:44.978204Z,HTTP_REQUEST,172.16.0.13,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/api/secrets,POST,,,,,,,,201,83
f1b944a8-065a-4810-8a17-4f436467869b,2024-12-01T17:02:46.946669Z,HTTP_REQUEST,45.129.56.200,masscan/1.3.2,/about,GET,,,,,,,,200,340
5fea02d4-9b49-496d-829d-4bc2e4b37b6a,2024-12-01T17:09:14.554234Z,CONNECTION_ATTEMPT,172.16.0.12,,,GET,,,,,8645,UDP,RESET,,65
5a1e7c55-a33e-435b-ae53-e23b4464b075,2024-12-01T17:40:48.098561Z,HTTP_REQUEST,10.0.0.50,masscan/1.3.2,/api/export,POST,id='; DROP TABLE users; --,,,,,,,200,846
86760580-8647-489a-80a4-226aa535cd3d,2024-12-01T17:57:32.401427Z,HTTP_REQUEST,10.0.0.51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/api/orders,POST,,,,,,,,201,166
d86691d9-5bff-4850-998f-729af773bf40,2024-12-01T18:46:12.048364Z,AUTH_ATTEMPT,10.0.0.53,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/logout,POST,,jennifer.white,LOGOUT,,,,,200,51
3f1f0eeb-7a83-43ee-8221-ef868caf71b7,2024-12-01T19:04:48.270133Z,CONNECTION_ATTEMPT,91.240.118.172,,,GET,,,,,36540,UDP,TIMEOUT,,41
64cd3377-5947-4bec-b8e2-7733326521de,2024-12-01T19:29:55.397180Z,CONNECTION_ATTEMPT,185.156.73.54,,,GET,,,,,5764,UDP,OPEN,,92
a6edec6a-218b-464a-8220-5c43d0c3b21e,2024-12-01T19:40:37.380885Z,AUTH_ATTEMPT,45.155.205.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",/logout,GET,,michael.harris,LOGOUT,,,,,200,34
b03a14f2-a7bb-4eda-86c2-b1ce8a7d8ee4,2024-12-01T20:41:51.078263Z,HTTP_REQUEST,192.168.1.101,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/profile,POST,,,,,,,,204,143
67bc2f5e-a80f-472c-8879-edbf4c7c6e1c,2024-12-01T21:11:13.816933Z,CONNECTION_ATTEMPT,192.168.1.100,,,POST,,,,,3110,TCP,RESET,,70
513d406d-735e-42ef-bbbf-b0814fe33e1e,2024-12-01T21:30:52.119035Z,AUTH_ATTEMPT,45.129.56.200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login,GET,,lisa.thomas,SUCCESS,,,,,200,188
995799b5-5803-4f20-b336-b4649932fe51,2024-12-01T22:32:07.485447Z,CONNECTION_ATTEMPT,10.0.0.51,,,POST,,,,,9251,TCP,REFUSED,,91
ee75e51e-7bfa-414e-ac52-17e065a761aa,2024-12-01T23:13:21.545408Z,HTTP_REQUEST,10.0.0.51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/wp-admin,GET,,,,,,,,200,113
4515d8bb-370f-49cb-9e46-e60e9ea28925,2024-12-01T23:27:17.619529Z,CONNECTION_ATTEMPT,172.16.0.10,,,GET,,,,,53623,UDP,OPEN,,59
64119be5-a770-406f-b1fb-a0c102e84f88,2024-12-01T23:51:09.247890Z,CONNECTION_ATTEMPT,91.240.118.172,,,GET,,,,,8482,TCP,TIMEOUT,,10
f3e84462-87c7-4d8b-96d5-93cba7a03156,2024-12-02T00:05:16.671723Z,HTTP_REQUEST,195.54.160.149,Nmap Scripting Engine,/home,GET,,,,,,,,201,524
9bfdf004-7857-4b74-8413-eb9e85d05a70,2024-12-02T00:56:02.032589Z,HTTP_REQUEST,91.240.118.172,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/admin,POST,,,,,,,,201,126
51e4fd98-580c-4d93-a1ea-1b22a6f7832b,2024-12-02T01:05:45.623240Z,AUTH_ATTEMPT,10.0.0.52,Wget/1.21.1,/login,GET,,jennifer.white,FAILED,invalid_credentials,,,,401,962
f20ad67d-ea43-446b-b848-5b2a7f85dc30,2024-12-02T01:27:48.880301Z,HTTP_REQUEST,172.16.0.10,curl/7.68.0,/phpmyadmin,GET,,,,,,,,204,464
178ab83d-0167-43ad-b521-ac68a05f776e,2024-12-02T02:15:54.807163Z,CONNECTION_ATTEMPT,185.156.73.54,,,POST,,,,,58982,UDP,REFUSED,,97
2e538902-3c4e-4bdc-8c55-f88fbf59cfc3,2024-12-02T03:02:07.920600Z,HTTP_REQUEST,172.16.0.12,masscan/1.3.2,/api/comments,GET,,,,,,,,204,73
b1f2235f-b116-418a-aab6-ccbb3eecd901,2024-12-02T03:10:21.705176Z,AUTH_ATTEMPT,192.168.1.104,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",/login,GET,,michael.harris,FAILED,invalid_credentials,,,,401,135
075962df-82ee-4c44-8b28-406667d98df2,2024-12-02T04:48:02.015591Z,HTTP_REQUEST,10.0.0.52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",/help,POST,,,,,,,,200,34
5a4c7c77-4c07-4948-97e2-0680e81c7d97,2024-12-02T05:42:42.957991Z,AUTH_ATTEMPT,193.32.162.159,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",/logout,POST,,john.doe,LOGOUT,,,,,200,98
e2bf55aa-d5ba-4f86-a210-3ea00712e6d4,2024-12-02T06:16:42.809553Z,HTTP_REQUEST,172.16.0.10,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",/api/orders,GET,,,,,,,,204,116
5d046298-8395-45ee-a86a-32b9cb58e893,2024-12-02T08:12:32.169639Z,HTTP_REQUEST,172.16.0.14,curl/7.68.0,/api/diagnostic,POST,,,,,,,,200,190
e50d3075-250f-4736-8cc7-5dedd873379b,2024-12-02T08:31:05.899578Z,AUTH_ATTEMPT,192.168.1.102,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",/login,POST,,chris.miller,FAILED,invalid_credentials,,,,401,140
c3fc9eea-2361-47f0-a2bb-840e99683b07,2024-12-02T08:40:00.486164Z,AUTH_ATTEMPT,193.32.162.159,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/login,POST,,stephanie.lewis,SUCCESS,,,,,200,79
33c79b2e-7aeb-48fe-9d6f-6a11639bfe7b,2024-12-02T08:47:38.591131Z,HTTP_REQUEST,172.16.0.13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",/api/profile,GET,,,,,,,,200,109
794059b0-3ec8-4eb4-ae70-b4d726e028db,2024-12-02T08:54:46.601449Z,CONNECTION_ATTEMPT,10.0.0.51,,,POST,,,,,40595,UDP,REFUSED,,79
93a46fdb-94b3-410a-ab5e-0dff90c14458,2024-12-02T08:56:27.447338Z,AUTH_ATTEMPT,10.0.0.52,sqlmap/1.7.2#stable (https://sqlmap.org),/login,POST,,john.doe,FAILED,invalid_password,,,,401,59
85c4631f-eb3f-4514-bb43-1c04192bdfdf,2024-12-02T08:56:33.941065Z,AUTH_ATTEMPT,45.129.56.200,masscan/1.3.2,/login,GET,,andrew.rodriguez,FAILED,account_not_found,,,,401,650
2c665309-ab33-4ecf-9205-285146d6861c,2024-12-02T08:57:36.647777Z,AUTH_ATTEMPT,185.156.73.54,python-requests/2.28.1,/logout,GET,,john.doe,LOGOUT,,,,,200,409
dac04fd8-d638-4e6c-a0af-7b9d5d8b0930,2024-12-02T09:01:46.122333Z,CONNECTION_ATTEMPT,192.168.1.102,,,GET,,,,,32011,UDP,RESET,,95
1a240a17-ffad-4c20-a3ae-1baa58eac286,2024-12-02T09:45:28.646449Z,CONNECTION_ATTEMPT,185.220.101.45,,,POST,,,,,55173,UDP,RESET,,67
837fef1e-b195-4653-8b0e-7ed9f0e637aa,2024-12-02T09:53:09.650702Z,CONNECTION_ATTEMPT,192.168.1.101,,,GET,,,,,38066,TCP,OPEN,,92
70240a8f-4883-4abe-a539-e55c97987747,2024-12-02T10:00:12.708489Z,CONNECTION_ATTEMPT,10.0.0.50,,,POST,,,,,61596,UDP,OPEN,,9
07c3916f-81d8-4ad7-b127-439e2ff70f8a,2024-12-02T10:03:47.627033Z,HTTP_REQUEST,192.168.1.100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin/panel,POST,,,,,,,,200,79
25925ae2-f2f4-4124-bdb5-f4c36f5ff3ac,2024-12-02T10:05:14.459880Z,AUTH_ATTEMPT,172.16.0.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/login,GET,,andrew.rodriguez,SUCCESS,,,,,200,116
4f5154cd-99e3-41f3-84d6-b400fe5fc194,2024-12-02T10:11:46.398599Z,CONNECTION_ATTEMPT,10.0.0.51,,,GET,,,,,50129,TCP,TIMEOUT,,80
4b8d3f4c-be17-4c60-a7a6-d1e9337ca9fb,2024-12-02T10:15:47.802270Z,AUTH_ATTEMPT,172.16.0.11,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/logout,GET,,jennifer.white,LOGOUT,,,,,200,87
7771c32d-5463-4349-ad1f-d36b419f1774,2024-12-02T10:39:25.537643Z,HTTP_REQUEST,10.0.0.52,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/help,POST,,,,,,,,204,76
4aef0d08-fd04-43d4-af58-fca97743d3e0,2024-12-02T11:00:28.162443Z,CONNECTION_ATTEMPT,209.141.47.245,,,POST,,,,,48904,UDP,TIMEOUT,,78
afc3bdaa-4dc9-42bd-a82c-43d33152e6c8,2024-12-02T11:13:31.945106Z,CONNECTION_ATTEMPT,10.0.0.52,,,GET,,,,,24733,TCP,RESET,,24
0aa9cab8-12c1-4c05-a8f0-349ce57873ea,2024-12-02T11:16:29.690726Z,AUTH_ATTEMPT,194.26.192.64,curl/7.68.0,/login,POST,,john.doe,FAILED,invalid_credentials,,,,401,526
4e671077-0f54-41c7-ab7d-4583ff36ad34,2024-12-02T11:34:24.973459Z,CONNECTION_ATTEMPT,23.129.64.100,,,POST,,,,,60617,TCP,OPEN,,49
20fabacf-2691-4809-816a-f2534be6bcb7,2024-12-02T12:02:22.441538Z,CONNECTION_ATTEMPT,172.16.0.13,,,POST,,,,,3604,TCP,REFUSED,,28
d3db1fc0-c88a-4e1c-bc9f-9b9dbe118d23,2024-12-02T12:07:19.064999Z,AUTH_ATTEMPT,193.32.162.159,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,/logout,GET,,michael.harris,LOGOUT,,,,,200,60
